DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2025-03-27 19:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.4%,0.3%,0.3%,"Source: Bureau of Economic Analysis (latest release) | Measures: Change in the price of goods and services purchased by consumers, excluding food and energy; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 30 days after the month ends; | Next Release: Apr 30, 2025 | FF Notes: Differs from Core CPI in that it only measures goods and services targeted towards and consumed by individuals. Prices are weighted according to total expenditure per item which gives important insights into consumer spending behavior. CPI is released about 10 days earlier and tends to garner most of the attention; | Why Traders Care: It's the Federal Reserve's primary inflation measure. Inflation is important to currency valuation because rising prices lead the central bank to raise interest rates out of respect for their inflation containment mandate; | Acro Expand: Personal Consumption Expenditures (PCE), Consumer Price Index (CPI);"
2025-03-27 19:30:00+00:00,GBP,High Impact Expected,Retail Sales m/m,1.0%,-0.3%,1.4%,"Source: Office for National Statistics (latest release) | Measures: Change in the total value of inflation-adjusted sales at the retail level; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 20 days after the month ends; | Next Release: Apr 25, 2025 | FF Notes: Source changed series calculation formula as of Feb 2010; | Why Traders Care: It's the primary gauge of consumer spending, which accounts for the majority of overall economic activity; | Also Called: Sales Volume, All Retailers sales;"
2025-03-31 19:30:00+00:00,USD,High Impact Expected,JOLTS Job Openings,7.57M,7.69M,7.76M,"Source: Bureau of Labor Statistics (latest release) | Measures: Number of job openings during the reported month, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, about 35 days after the month ends; | Next Release: Apr 29, 2025 | FF Notes: It's released late, but can impact the market because job openings are a leading indicator of overall employment; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Acro Expand: Job Openings and Labor Turnover Survey (JOLTS);"
2025-04-01 13:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,49.0,49.5,50.3,"Source: Institute for Supply Management (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers in the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, on the first business day after the month ends; | Next Release: May 1, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 300 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Also Called: Manufacturing ISM Report On Business; | Acro Expand: The Institute for Supply Management (ISM), Purchasing Managers' Index (PMI);"
2025-04-02 11:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,155K,118K,84K,"Source: Automatic Data Processing, Inc. (latest release) | Measures: Estimated change in the number of employed people during the previous month, excluding the farming industry and government; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Wednesday after the month ends; | Next Release: Apr 30, 2025 | FF Notes: This data provides an early look at employment growth, usually 2 days ahead of the government-released employment data that it's designed to mimic. Source changed series calculation formula in Feb 2007, Dec 2008, and Nov 2012, to better align with government data; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Derived Via: ADP analyzes payroll data from more than 25 million workers to derive employment growth estimations; | Acro Expand: Automatic Data Processing, Inc. (ADP);"
2025-04-02 19:00:00+00:00,USD,High Impact Expected,President Trump Speaks,,,,"Description: Due to hold a press conference about tariff policies aimed at reshaping US trade relationships at the White House, in Washington DC; | Source: White House (latest release) | Speaker: US President Donald Trump; | FF Notes: US President Jan 2017 - Jan 2021 and Jan 2025 - Jan 2029. He speaks frequently on a broad range of subjects - only speeches that might have direct market impact are listed on the calendar;"
2025-04-02 19:30:00+00:00,USD,High Impact Expected,Unemployment Claims,219K,225K,225K,"Source: Department of Labor (latest release) | Measures: The number of individuals who filed for unemployment insurance for the first time during the past week; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released weekly, usually on the first Thursday after the week ends; | Next Release: Apr 10, 2025 | FF Notes: This is the nation's earliest economic data. The market impact fluctuates from week to week - there tends to be more focus on the release when traders need to diagnose recent developments, or when the reading is at extremes; | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Claims, Initial Claims;"
2025-04-03 13:00:00+00:00,USD,High Impact Expected,ISM Services PMI,50.8,53.0,53.5,"Source: Institute for Supply Management (latest release) | Measures: Level of a diffusion index based on surveyed purchasing managers, excluding the manufacturing industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, on the third business day after the month ends; | Next Release: May 5, 2025 | FF Notes: Above 50.0 indicates industry expansion, below indicates contraction. Source changed series from unadjusted to seasonally adjusted as of January 2001. Source changed series calculation formula as of Feb 2008; | Why Traders Care: It's a leading indicator of economic health - businesses react quickly to market conditions, and their purchasing managers hold perhaps the most current and relevant insight into the company's view of the economy; | Derived Via: Survey of about 300 purchasing managers which asks respondents to rate the relative level of business conditions including employment, production, new orders, prices, supplier deliveries, and inventories; | Also Called: Non-Manufacturing PMI, Non-Manufacturing ISM Report On Business; | Acro Expand: The Institute for Supply Management (ISM), Purchasing Managers' Index (PMI);"
2025-04-03 19:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,228K,137K,117K,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the number of employed people during the previous month, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: May 2, 2025 | FF Notes: This is vital economic data released shortly after the month ends. The combination of importance and earliness makes for hefty market impacts; | Why Traders Care: Job creation is an important leading indicator of consumer spending, which accounts for a majority of overall economic activity; | Also Called: Non-Farm Payrolls, NFP, Employment Change;"
2025-04-03 19:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.2%,"Source: Bureau of Labor Statistics (latest release) | Measures: Change in the price businesses pay for labor, excluding the farming industry; | Usual Effect: 'Actual' greater than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: May 2, 2025 | FF Notes: This is the earliest data related to labor inflation. Source changed series calculation formula as of Feb 2010; | Why Traders Care: It's a leading indicator of consumer inflation - when businesses pay more for labor the higher costs are usually passed on to the consumer;"
2025-04-03 19:30:00+00:00,USD,High Impact Expected,Unemployment Rate,4.2%,4.1%,4.1%,"Source: Bureau of Labor Statistics (latest release) | Measures: Percentage of the total work force that is unemployed and actively seeking employment during the previous month; | Usual Effect: 'Actual' less than 'Forecast' is good for currency; | Frequency: Released monthly, usually on the first Friday after the month ends; | Next Release: May 2, 2025 | Why Traders Care: Although it's generally viewed as a lagging indicator, the number of unemployed people is an important signal of overall economic health because consumer spending is highly correlated with labor-market conditions. Unemployment is also a major consideration for those steering the country's monetary policy; | Also Called: Jobless Rate;"
2025-04-04 14:25:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,"Description: Due to speak about the economic outlook at the Society for Advancing Business Editing and Writing Annual Conference, in Arlington. Audience questions expected; | Source: Federal Reserve (latest release) | Speaker: Federal Reserve Chair Jerome Powell; | Usual Effect: More hawkish than expected is good for currency; | FF Notes: Fed Chair Feb 2018 - Feb 2026. Fed Governor May 2012 - Jan 2018. Volatility is often experienced during his speeches as traders attempt to decipher interest rate clues; | Why Traders Care: As head of the central bank, which controls short term interest rates, he has more influence over the nation's currency value than any other person. Traders scrutinize his public engagements as they are often used to drop subtle clues regarding future monetary policy; | Acro Expand: Federal Reserve (Fed);"
